Date,Departure Airport,Departure Airport Rating (out of 10),Departure Airport On Time Rating (out of 10),Departure Airport Service Rating (out of 10),Arrival Airport,Arrival Airport Rating (out of 10),Arrival Airport On Time Rating (out of 10),Arrival Airport Service Rating (out of 10),Airplane Type,Expected Departure Time,Departure Time,Departure Delay,Duration,Expected Arrival Time,Arrival Time,Arrival Time Delay,Carrier,Carrier Rating (out of 10),Carrier Market Share (out of 100),Carrier Load Factor (out of 100),Carrier On Time Performance Rating (out of 100),totalSnow_cm,DewPointC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
30-05-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,04:45,04:38,-0:07:00,01:52,06:55,06:30,-0:25:00,Indigo,7.9,39.7,90.9,87.4,0,0,15,0,6,0,997,48,10,292,13
30-05-2019,BLR,,,,DEL,7.99,7.3,9.1,B738,05:55,06:02,00:07:00,02:24,08:35,08:26,-0:09:00,Spicejet,6.8,13.1,93.9,74.7,0,20,19,30,71,0.3,1007,26,10,280,14
30-05-2019,CCU,,,,DEL,7.99,7.3,9.1,B738,07:40,07:30,-0:10:00,01:56,10:20,09:26,-0:54:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
30-05-2019,BLR,,,,BOM,7.29,6.2,9,B737,05:15,05:29,00:14:00,01:14,07:10,06:43,-0:27:00,Spicejet,6.8,13.1,93.9,74.7,0,20,19,30,71,0.3,1007,26,10,280,14
30-05-2019,BLR,,,,BOM,7.29,6.2,9,A320,06:40,06:46,00:06:00,01:18,08:15,08:04,-0:11:00,Vistara,9.2,3.6,81.8,89,0,20,19,30,71,0.3,1007,26,10,280,14
30-05-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,07:10,07:24,00:14:00,02:06,09:25,09:30,00:05:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
30-05-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,07:10,07:23,00:13:00,01:47,09:15,09:10,-0:05:00,Vistara,9.2,3.6,81.8,89,0,0,15,0,6,0,997,48,10,292,13
30-05-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,A320,20:55,21:19,00:24:00,01:44,23:00,23:03,00:03:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
30-05-2019,BLR,,,,BOM,7.29,6.2,9,A320,05:45,05:56,00:11:00,01:21,07:20,07:17,-0:03:00,Go Air,7.2,8.8,93.3,91.8,0,20,19,30,71,0.3,1007,26,10,280,14
30-05-2019,BLR,,,,DEL,7.99,7.3,9.1,A320,07:00,07:07,00:07:00,02:25,09:40,09:32,-0:08:00,Vistara,9.2,3.6,81.8,89,0,20,19,30,71,0.3,1007,26,10,280,14
30-05-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,A20N,21:15,21:55,00:40:00,01:43,23:30,23:37,00:07:00,Go Air,7.2,8.8,93.3,91.8,,,,,,,,,,,
30-05-2019,BLR,,,,DEL,7.99,7.3,9.1,A320,06:15,06:09,-0:06:00,02:33,08:45,08:43,-0:02:00,Air Asia,7.4,4,86,89.1,0,20,19,30,71,0.3,1007,26,10,280,14
30-05-2019,CCU,,,,DEL,7.99,7.3,9.1,A20N,05:45,05:56,00:11:00,01:59,07:55,07:55,00:00:00,Go Air,7.2,8.8,93.3,91.8,,,,,,,,,,,
30-05-2019,BLR,,,,DEL,7.99,7.3,9.1,A320,11:40,11:47,00:07:00,02:29,14:30,14:16,-0:14:00,Go Air,7.2,8.8,93.3,91.8,0,20,19,30,71,0.3,1007,26,10,280,14
30-05-2019,BLR,,,,BOM,7.29,6.2,9,,06:45,06:49,00:04:00,01:20,08:35,08:09,-0:26:00,Air India,6.6,12,80.75,70.3,0,20,19,30,71,0.3,1007,26,10,280,14
30-05-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,,07:00,07:23,00:23:00,01:45,09:05,09:08,00:03:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
30-05-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,,07:05,07:25,00:20:00,01:51,09:00,09:15,00:15:00,Air India,6.6,12,80.75,70.3,0,0,15,0,6,0,997,48,10,292,13
30-05-2019,CCU,,,,DEL,7.99,7.3,9.1,,06:55,06:53,-0:02:00,00:00,09:15,08:53,-0:22:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
30-05-2019,BLR,,,,DEL,7.99,7.3,9.1,,06:10,06:18,00:08:00,02:20,08:55,08:38,-0:17:00,Air India,6.6,12,80.75,70.3,0,20,19,30,71,0.3,1007,26,10,280,14
30-05-2019,BLR,,,,BOM,7.29,6.2,9,A320,05:31,05:21,-0:10:00,01:15,07:15,06:36,-0:39:00,Air Asia,7.4,4,86,89.1,0,20,19,30,71,0.3,1007,26,10,280,14
30-05-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,06:10,06:41,00:31:00,01:55,08:15,08:36,00:21:00,Air Asia,7.4,4,86,89.1,0,0,15,0,6,0,997,48,10,292,13
30-05-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,07:35,07:45,00:10:00,01:57,09:55,09:42,-0:13:00,Air Asia,7.4,4,86,89.1,,,,,,,,,,,
30-05-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,05:55,06:28,00:33:00,01:58,08:00,08:26,00:26:00,Go Air,7.2,8.8,93.3,91.8,0,0,15,0,6,0,997,48,10,292,13
31-05-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,05:55,06:23,00:28:00,01:55,08:25,08:19,-0:06:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
31-05-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,04:45,04:48,00:03:00,01:52,06:55,06:40,-0:15:00,Indigo,7.9,39.7,90.9,87.4,0,8,23,1,13,0,995,42,10,251,18
31-05-2019,BLR,,,,BOM,7.29,6.2,9,A20N,05:05,05:13,00:08:00,01:15,06:50,06:28,-0:22:00,Indigo,7.9,39.7,90.9,87.4,0,20,26,52,70,0,1006,26,9,227,20
31-05-2019,BLR,,,,DEL,7.99,7.3,9.1,B738,05:55,06:09,00:14:00,02:20,08:35,08:28,-0:07:00,Spicejet,6.8,13.1,93.9,74.7,0,20,26,52,70,0,1006,26,9,227,20
31-05-2019,CCU,,,,DEL,7.99,7.3,9.1,B738,07:40,07:46,00:06:00,02:02,10:20,09:48,-0:32:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
31-05-2019,BLR,,,,BOM,7.29,6.2,9,A320,06:40,06:46,00:06:00,01:11,08:15,07:57,-0:18:00,Vistara,9.2,3.6,81.8,89,0,20,26,52,70,0,1006,26,9,227,20
31-05-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,07:10,07:19,00:09:00,01:59,09:25,09:17,-0:08:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
31-05-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,07:10,07:26,00:16:00,01:49,09:15,09:15,00:00:00,Vistara,9.2,3.6,81.8,89,0,8,23,1,13,0,995,42,10,251,18
31-05-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,A320,20:55,21:10,00:15:00,01:41,23:00,22:50,-0:10:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
31-05-2019,BLR,,,,BOM,7.29,6.2,9,A320,05:45,05:55,00:10:00,01:19,07:20,07:13,-0:07:00,Go Air,7.2,8.8,93.3,91.8,0,20,26,52,70,0,1006,26,9,227,20
31-05-2019,BLR,,,,DEL,7.99,7.3,9.1,A320,07:00,07:04,00:04:00,02:21,09:40,09:25,-0:15:00,Vistara,9.2,3.6,81.8,89,0,20,26,52,70,0,1006,26,9,227,20
31-05-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,A20N,21:15,21:45,00:30:00,01:41,23:30,23:26,-0:04:00,Go Air,7.2,8.8,93.3,91.8,,,,,,,,,,,
31-05-2019,BLR,,,,DEL,7.99,7.3,9.1,A320,06:15,06:21,00:06:00,02:17,08:45,08:39,-0:06:00,Air Asia,7.4,4,86,89.1,0,20,26,52,70,0,1006,26,9,227,20
31-05-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,05:45,05:55,00:10:00,01:59,07:55,07:53,-0:02:00,Go Air,7.2,8.8,93.3,91.8,,,,,,,,,,,
31-05-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,07:35,08:30,00:55:00,01:59,09:55,10:29,00:34:00,Air Asia,7.4,4,86,89.1,,,,,,,,,,,
31-05-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,06:10,06:29,00:19:00,01:49,08:15,08:18,00:03:00,Air Asia,7.4,4,86,89.1,0,8,23,1,13,0,995,42,10,251,18
31-05-2019,BLR,,,,BOM,7.29,6.2,9,A320,05:31,05:36,00:05:00,01:25,07:15,07:01,-0:14:00,Air Asia,7.4,4,86,89.1,0,20,26,52,70,0,1006,26,9,227,20
31-05-2019,BLR,,,,DEL,7.99,7.3,9.1,,06:10,06:22,00:12:00,02:16,08:55,08:37,-0:18:00,Air India,6.6,12,80.75,70.3,0,20,26,52,70,0,1006,26,9,227,20
31-05-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,05:55,06:01,00:06:00,01:52,08:00,07:53,-0:07:00,Go Air,7.2,8.8,93.3,91.8,0,8,23,1,13,0,995,42,10,251,18
31-05-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,,07:05,07:30,00:25:00,01:48,09:00,09:18,00:18:00,Air India,6.6,12,80.75,70.3,0,8,23,1,13,0,995,42,10,251,18
31-05-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,,07:00,07:15,00:15:00,01:43,09:05,08:57,-0:08:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
31-05-2019,BLR,,,,BOM,7.29,6.2,9,,06:45,06:55,00:10:00,01:13,08:35,08:08,-0:27:00,Air India,6.6,12,80.75,70.3,0,20,26,52,70,0,1006,26,9,227,20
31-05-2019,BLR,,,,DEL,7.99,7.3,9.1,A20N,11:40,11:59,00:19:00,02:21,14:30,14:19,-0:11:00,Go Air,7.2,8.8,93.3,91.8,0,20,26,52,70,0,1006,26,9,227,20
31-05-2019,CCU,,,,DEL,7.99,7.3,9.1,,06:55,07:02,00:07:00,01:57,09:15,08:59,-0:16:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
01-06-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,05:55,06:13,00:18:00,02:08,08:25,08:21,-0:04:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
01-06-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,04:45,05:40,00:55:00,01:54,06:55,07:34,00:39:00,Indigo,7.9,39.7,90.9,87.4,0,6,12,14,50,0,1017,17,10,100,10
01-06-2019,BLR,,,,BOM,7.29,6.2,9,A20N,05:05,05:13,00:08:00,01:15,06:50,06:28,-0:22:00,Indigo,7.9,39.7,90.9,87.4,0,14,18,0,77,0,1017,18,10,97,12
01-06-2019,BLR,,,,DEL,7.99,7.3,9.1,B738,05:55,06:03,00:08:00,02:33,08:35,08:35,00:00:00,Spicejet,6.8,13.1,93.9,74.7,0,14,18,0,77,0,1017,18,10,97,12
01-06-2019,CCU,,,,DEL,7.99,7.3,9.1,B738,07:40,10:09,02:29:00,01:51,10:20,12:00,01:40:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
01-06-2019,BLR,,,,DEL,7.99,7.3,9.1,A320,07:00,07:12,00:12:00,02:22,09:40,09:34,-0:06:00,Vistara,9.2,3.6,81.8,89,0,14,18,0,77,0,1017,18,10,97,12
01-06-2019,CCU,,,,DEL,7.99,7.3,9.1,A20N,07:10,07:20,00:10:00,02:04,09:25,09:24,-0:01:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
01-06-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,07:10,07:33,00:23:00,01:51,09:15,09:24,00:09:00,Vistara,9.2,3.6,81.8,89,0,6,12,14,50,0,1017,17,10,100,10
01-06-2019,BLR,,,,BOM,7.29,6.2,9,A20N,05:45,06:04,00:19:00,01:17,07:20,07:21,00:01:00,Go Air,7.2,8.8,93.3,91.8,0,14,18,0,77,0,1017,18,10,97,12
01-06-2019,BLR,,,,BOM,7.29,6.2,9,A320,06:40,06:44,00:04:00,01:15,08:15,07:59,-0:16:00,Vistara,9.2,3.6,81.8,89,0,14,18,0,77,0,1017,18,10,97,12
01-06-2019,BLR,,,,BOM,7.29,6.2,9,B737,05:15,05:19,00:04:00,01:16,07:10,06:35,-0:35:00,Spicejet,6.8,13.1,93.9,74.7,0,14,18,0,77,0,1017,18,10,97,12
01-06-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,A320,20:55,21:05,00:10:00,01:45,23:00,22:50,-0:10:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
01-06-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,A20N,21:15,21:35,00:20:00,01:43,23:30,23:18,-0:12:00,Go Air,7.2,8.8,93.3,91.8,,,,,,,,,,,
01-06-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,05:45,05:56,00:11:00,02:03,07:55,07:59,00:04:00,Go Air,7.2,8.8,93.3,91.8,,,,,,,,,,,
01-06-2019,BLR,,,,DEL,7.99,7.3,9.1,A320,11:40,11:50,00:10:00,02:20,14:30,14:10,-0:20:00,Go Air,7.2,8.8,93.3,91.8,0,14,18,0,77,0,1017,18,10,97,12
01-06-2019,BLR,,,,BOM,7.29,6.2,9,,06:45,06:59,00:14:00,01:25,08:35,08:24,-0:11:00,Air India,6.6,12,80.75,70.3,0,14,18,0,77,0,1017,18,10,97,12
01-06-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,,07:00,07:29,00:29:00,01:37,09:05,09:06,00:01:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
01-06-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,,07:05,07:31,00:26:00,01:47,09:00,09:18,00:18:00,Air India,6.6,12,80.75,70.3,0,6,12,14,50,0,1017,17,10,100,10
01-06-2019,CCU,,,,DEL,7.99,7.3,9.1,,06:55,07:13,00:18:00,01:58,09:15,09:11,-0:04:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
01-06-2019,BLR,,,,DEL,7.99,7.3,9.1,,06:10,06:27,00:17:00,02:31,08:55,08:58,00:03:00,Air India,6.6,12,80.75,70.3,0,14,18,0,77,0,1017,18,10,97,12
01-06-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,06:10,06:35,00:25:00,01:45,08:15,08:20,00:05:00,Air Asia,7.4,4,86,89.1,0,6,12,14,50,0,1017,17,10,100,10
01-06-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,07:35,07:45,00:10:00,01:59,09:55,09:43,-0:12:00,Air Asia,7.4,4,86,89.1,,,,,,,,,,,
01-06-2019,BLR,,,,DEL,7.99,7.3,9.1,A320,06:15,06:24,00:09:00,02:37,08:45,09:00,00:15:00,Air Asia,7.4,4,86,89.1,0,14,18,0,77,0,1017,18,10,97,12
01-06-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,05:55,06:01,00:06:00,01:53,08:00,07:54,-0:06:00,Go Air,7.2,8.8,93.3,91.8,0,6,12,14,50,0,1017,17,10,100,10
02-06-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,04:45,05:05,00:20:00,01:52,06:55,06:56,00:01:00,Indigo,7.9,39.7,90.9,87.4,0,12,13,79,76,0.6,1013,16,10,126,9
02-06-2019,BLR,,,,BOM,7.29,6.2,9,A20N,05:05,05:07,00:02:00,01:15,06:50,06:22,-0:28:00,Indigo,7.9,39.7,90.9,87.4,0,12,20,7,62,0,1015,20,10,100,14
02-06-2019,CCU,,,,DEL,7.99,7.3,9.1,B738,07:40,08:00,00:20:00,02:26,10:20,10:26,00:06:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
02-06-2019,BLR,,,,DEL,7.99,7.3,9.1,B738,05:55,06:03,00:08:00,02:21,08:35,08:24,-0:11:00,Spicejet,6.8,13.1,93.9,74.7,0,12,20,7,62,0,1015,20,10,100,14
02-06-2019,CCU,,,,DEL,7.99,7.3,9.1,A20N,05:55,06:13,00:18:00,01:59,08:25,08:12,-0:13:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
02-06-2019,BLR,,,,DEL,7.99,7.3,9.1,A320,07:00,07:03,00:03:00,02:34,09:40,09:38,-0:02:00,Vistara,9.2,3.6,81.8,89,0,12,20,7,62,0,1015,20,10,100,14
02-06-2019,BLR,,,,BOM,7.29,6.2,9,A320,06:40,06:43,00:03:00,01:17,08:15,08:00,-0:15:00,Vistara,9.2,3.6,81.8,89,0,12,20,7,62,0,1015,20,10,100,14
02-06-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,07:10,07:31,00:21:00,01:49,09:15,09:20,00:05:00,Vistara,9.2,3.6,81.8,89,0,12,13,79,76,0.6,1013,16,10,126,9
02-06-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,A20N,20:55,21:09,00:14:00,01:46,23:00,22:55,-0:05:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
02-06-2019,BLR,,,,BOM,7.29,6.2,9,B737,05:15,05:26,00:11:00,01:15,07:10,06:41,-0:29:00,Spicejet,6.8,13.1,93.9,74.7,0,12,20,7,62,0,1015,20,10,100,14
02-06-2019,BLR,,,,BOM,7.29,6.2,9,A20N,05:45,05:57,00:12:00,01:16,07:20,07:13,-0:07:00,Go Air,7.2,8.8,93.3,91.8,0,12,20,7,62,0,1015,20,10,100,14
02-06-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,07:10,07:23,00:13:00,02:12,09:25,09:35,00:10:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
02-06-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,05:45,06:06,00:21:00,01:51,08:00,07:57,-0:03:00,Go Air,7.2,8.8,93.3,91.8,0,12,13,79,76,0.6,1013,16,10,126,9
02-06-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,07:35,07:52,00:17:00,02:32,09:55,10:23,00:28:00,Air Asia,7.4,4,86,89.1,,,,,,,,,,,
02-06-2019,BLR,,,,DEL,7.99,7.3,9.1,A320,06:15,06:19,00:04:00,02:21,08:45,08:41,-0:04:00,Air Asia,7.4,4,86,89.1,0,12,20,7,62,0,1015,20,10,100,14
02-06-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,06:10,06:21,00:11:00,01:52,08:15,08:12,-0:03:00,Air Asia,7.4,4,86,89.1,0,12,13,79,76,0.6,1013,16,10,126,9
02-06-2019,BLR,,,,BOM,7.29,6.2,9,A320,05:31,05:39,00:08:00,01:09,07:15,06:48,-0:27:00,Air Asia,7.4,4,86,89.1,0,12,20,7,62,0,1015,20,10,100,14
02-06-2019,BLR,,,,DEL,7.99,7.3,9.1,,06:10,06:33,00:23:00,02:31,08:55,09:04,00:09:00,Air India,6.6,12,80.75,70.3,0,12,20,7,62,0,1015,20,10,100,14
02-06-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,A20N,21:15,21:43,00:28:00,01:50,23:30,23:33,00:03:00,Go Air,7.2,8.8,93.3,91.8,,,,,,,,,,,
02-06-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,,07:05,07:26,00:21:00,01:50,09:00,09:16,00:16:00,Air India,6.6,12,80.75,70.3,0,12,13,79,76,0.6,1013,16,10,126,9
02-06-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,,07:00,07:18,00:18:00,01:48,09:05,09:06,00:01:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
02-06-2019,BLR,,,,BOM,7.29,6.2,9,,06:45,07:07,00:22:00,01:14,08:35,08:20,-0:15:00,Air India,6.6,12,80.75,70.3,0,12,20,7,62,0,1015,20,10,100,14
02-06-2019,CCU,,,,DEL,7.99,7.3,9.1,A20N,05:45,05:47,00:02:00,02:08,07:55,07:55,00:00:00,Go Air,7.2,8.8,93.3,91.8,,,,,,,,,,,
02-06-2019,CCU,,,,DEL,7.99,7.3,9.1,,06:55,06:58,00:03:00,02:12,09:15,09:09,-0:06:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
03-06-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,04:45,04:59,00:14:00,01:52,06:55,06:51,-0:04:00,Indigo,7.9,39.7,90.9,87.4,0,14,9,0,68,0,1011,20,10,297,8
03-06-2019,BLR,,,,BOM,7.29,6.2,9,A20N,05:05,05:06,00:01:00,01:15,06:50,06:21,-0:29:00,Indigo,7.9,39.7,90.9,87.4,0,7,8,4,23,0,1010,31,10,77,6
03-06-2019,BLR,,,,DEL,7.99,7.3,9.1,B738,05:55,08:17,02:22:00,02:29,08:35,10:47,02:12:00,Spicejet,6.8,13.1,93.9,74.7,0,7,8,4,23,0,1010,31,10,77,6
03-06-2019,CCU,,,,DEL,7.99,7.3,9.1,B738,07:40,08:19,00:39:00,02:02,10:20,10:21,00:01:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
03-06-2019,BLR,,,,BOM,7.29,6.2,9,B737,05:15,05:20,00:05:00,01:15,07:10,06:35,-0:35:00,Spicejet,6.8,13.1,93.9,74.7,0,7,8,4,23,0,1010,31,10,77,6
03-06-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,07:10,07:22,00:12:00,02:01,09:25,09:23,-0:02:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
03-06-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,A20N,20:55,21:17,00:22:00,00:00,23:00,23:17,00:17:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
03-06-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,07:10,07:18,00:08:00,01:49,09:15,09:07,-0:08:00,Vistara,9.2,3.6,81.8,89,0,14,9,0,68,0,1011,20,10,297,8
03-06-2019,BLR,,,,BOM,7.29,6.2,9,A320,06:40,06:46,00:06:00,01:13,08:15,07:59,-0:16:00,Vistara,9.2,3.6,81.8,89,0,7,8,4,23,0,1010,31,10,77,6
03-06-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,05:55,06:14,00:19:00,02:11,08:25,08:26,00:01:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
03-06-2019,BLR,,,,DEL,7.99,7.3,9.1,A320,07:00,07:08,00:08:00,02:32,09:40,09:40,00:00:00,Vistara,9.2,3.6,81.8,89,0,7,8,4,23,0,1010,31,10,77,6
03-06-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,05:45,05:55,00:10:00,01:55,08:00,07:50,-0:10:00,Go Air,7.2,8.8,93.3,91.8,0,14,9,0,68,0,1011,20,10,297,8
03-06-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,A320,21:15,22:07,00:52:00,01:58,23:30,00:04,-23:26:00,Go Air,7.2,8.8,93.3,91.8,,,,,,,,,,,
03-06-2019,CCU,,,,DEL,7.99,7.3,9.1,A20N,05:45,05:55,00:10:00,02:13,07:55,08:09,00:14:00,Go Air,7.2,8.8,93.3,91.8,,,,,,,,,,,
03-06-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,07:35,07:41,00:06:00,02:09,09:55,09:51,-0:04:00,Air Asia,7.4,4,86,89.1,,,,,,,,,,,
03-06-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,06:10,06:24,00:14:00,01:48,08:15,08:12,-0:03:00,Air Asia,7.4,4,86,89.1,0,14,9,0,68,0,1011,20,10,297,8
03-06-2019,BLR,,,,BOM,7.29,6.2,9,A320,05:31,05:41,00:10:00,01:18,07:15,06:58,-0:17:00,Air Asia,7.4,4,86,89.1,0,7,8,4,23,0,1010,31,10,77,6
03-06-2019,BLR,,,,DEL,7.99,7.3,9.1,,06:10,06:18,00:08:00,02:37,08:55,08:54,-0:01:00,Air India,6.6,12,80.75,70.3,0,7,8,4,23,0,1010,31,10,77,6
03-06-2019,BLR,,,,DEL,7.99,7.3,9.1,A320,06:15,06:26,00:11:00,02:34,08:45,09:00,00:15:00,Air Asia,7.4,4,86,89.1,0,7,8,4,23,0,1010,31,10,77,6
03-06-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,,07:05,07:26,00:21:00,01:52,09:00,09:18,00:18:00,Air India,6.6,12,80.75,70.3,0,14,9,0,68,0,1011,20,10,297,8
03-06-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,,07:45,08:28,00:43:00,01:43,09:50,10:11,00:21:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
03-06-2019,BLR,,,,BOM,7.29,6.2,9,,06:45,07:19,00:34:00,01:18,08:35,08:37,00:02:00,Air India,6.6,12,80.75,70.3,0,7,8,4,23,0,1010,31,10,77,6
03-06-2019,BLR,,,,DEL,7.99,7.3,9.1,A20N,11:40,11:50,00:10:00,02:33,14:30,14:22,-0:08:00,Go Air,7.2,8.8,93.3,91.8,0,7,8,4,23,0,1010,31,10,77,6
03-06-2019,CCU,,,,DEL,7.99,7.3,9.1,,06:55,07:10,00:15:00,02:03,09:15,09:13,-0:02:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
04-06-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,05:55,06:05,00:10:00,02:06,08:25,08:11,-0:14:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
04-06-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,A20N,20:55,21:16,00:21:00,01:39,23:00,22:55,-0:05:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
04-06-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,07:10,07:32,00:22:00,01:56,09:15,09:28,00:13:00,Vistara,9.2,3.6,81.8,89,0,11,8,0,19,0,1002,39,10,110,7
04-06-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,07:10,07:16,00:06:00,02:17,09:25,09:33,00:08:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
04-06-2019,BLR,,,,DEL,7.99,7.3,9.1,A320,07:00,07:07,00:07:00,02:33,09:40,09:40,00:00:00,Vistara,9.2,3.6,81.8,89,0,13,18,3,41,0,1013,27,10,161,13
04-06-2019,BLR,,,,BOM,7.29,6.2,9,B737,05:15,05:21,00:06:00,01:15,07:10,06:36,-0:34:00,Spicejet,6.8,13.1,93.9,74.7,0,13,18,3,41,0,1013,27,10,161,13
04-06-2019,CCU,,,,DEL,7.99,7.3,9.1,B738,07:40,07:56,00:16:00,02:18,10:20,10:15,-0:05:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
04-06-2019,BLR,,,,DEL,7.99,7.3,9.1,B738,05:55,06:02,00:07:00,02:19,08:35,08:21,-0:14:00,Spicejet,6.8,13.1,93.9,74.7,0,13,18,3,41,0,1013,27,10,161,13
04-06-2019,BLR,,,,BOM,7.29,6.2,9,A20N,04:55,05:10,00:15:00,01:15,06:50,06:24,-0:26:00,Indigo,7.9,39.7,90.9,87.4,0,13,18,3,41,0,1013,27,10,161,13
04-06-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,04:45,05:02,00:17:00,01:52,06:55,06:54,-0:01:00,Indigo,7.9,39.7,90.9,87.4,0,11,8,0,19,0,1002,39,10,110,7
